2026-05-20_22:57:01 yago_formal_watchdog_start threshold_mb=24000
2026-05-21_06:58:34 used_mb=9330 total_mb=32768
2026-05-21_06:59:04 used_mb=9330 total_mb=32768
2026-05-21_06:59:35 used_mb=9330 total_mb=32768
2026-05-21_07:00:05 used_mb=9330 total_mb=32768
2026-05-21_07:00:35 used_mb=9330 total_mb=32768
2026-05-21_07:01:05 used_mb=9330 total_mb=32768
2026-05-21_07:01:35 used_mb=9330 total_mb=32768
2026-05-21_07:02:05 used_mb=9330 total_mb=32768
2026-05-21_07:02:35 used_mb=9330 total_mb=32768
2026-05-21_07:03:05 used_mb=9330 total_mb=32768
2026-05-21_07:03:35 used_mb=9330 total_mb=32768
2026-05-21_07:04:05 used_mb=9330 total_mb=32768
2026-05-21_07:04:35 used_mb=9330 total_mb=32768
2026-05-21_07:05:05 used_mb=9330 total_mb=32768
2026-05-21_07:05:35 used_mb=9330 total_mb=32768
2026-05-21_07:06:05 used_mb=9330 total_mb=32768
2026-05-21_07:06:35 used_mb=9330 total_mb=32768
2026-05-21_07:07:06 used_mb=9330 total_mb=32768
2026-05-21_07:07:36 used_mb=9330 total_mb=32768
2026-05-21_07:08:06 used_mb=9330 total_mb=32768
2026-05-21_07:08:36 used_mb=9330 total_mb=32768
2026-05-21_07:09:06 used_mb=9330 total_mb=32768
2026-05-21_07:09:36 used_mb=9330 total_mb=32768
2026-05-21_07:10:06 used_mb=9330 total_mb=32768
2026-05-21_07:10:36 used_mb=9330 total_mb=32768
2026-05-21_07:11:06 used_mb=9330 total_mb=32768
2026-05-21_07:11:36 used_mb=9330 total_mb=32768
2026-05-21_07:12:06 used_mb=9330 total_mb=32768
2026-05-21_07:12:36 used_mb=9330 total_mb=32768
2026-05-21_07:13:06 used_mb=9330 total_mb=32768
2026-05-21_07:13:36 used_mb=9330 total_mb=32768
2026-05-21_07:14:06 used_mb=9330 total_mb=32768
2026-05-21_07:14:36 used_mb=9330 total_mb=32768
2026-05-21_07:15:07 used_mb=9330 total_mb=32768
2026-05-21_07:15:37 used_mb=9330 total_mb=32768
2026-05-21_07:16:07 used_mb=9330 total_mb=32768
2026-05-21_07:16:37 used_mb=9330 total_mb=32768
2026-05-21_07:17:07 used_mb=9330 total_mb=32768
2026-05-21_07:17:37 used_mb=9330 total_mb=32768
2026-05-21_07:18:07 used_mb=9330 total_mb=32768
2026-05-21_07:18:37 used_mb=9330 total_mb=32768
2026-05-21_07:19:07 used_mb=9330 total_mb=32768
2026-05-21_07:19:37 used_mb=9330 total_mb=32768
2026-05-21_07:20:07 used_mb=9330 total_mb=32768
2026-05-21_07:20:37 used_mb=9330 total_mb=32768
2026-05-21_07:21:07 used_mb=9330 total_mb=32768
2026-05-21_07:21:37 used_mb=9330 total_mb=32768
2026-05-21_07:22:07 used_mb=9330 total_mb=32768
2026-05-21_07:22:38 used_mb=9330 total_mb=32768
2026-05-21_07:23:08 used_mb=9330 total_mb=32768
2026-05-21_07:23:38 used_mb=9330 total_mb=32768
2026-05-21_07:24:08 used_mb=9330 total_mb=32768
2026-05-21_07:24:38 used_mb=9330 total_mb=32768
2026-05-21_07:25:08 used_mb=9330 total_mb=32768
2026-05-21_07:25:38 used_mb=9330 total_mb=32768
2026-05-21_07:26:08 used_mb=9330 total_mb=32768
2026-05-21_07:26:38 used_mb=9330 total_mb=32768
2026-05-21_07:27:08 used_mb=9330 total_mb=32768
2026-05-21_07:27:38 used_mb=9330 total_mb=32768
2026-05-21_07:28:08 used_mb=9330 total_mb=32768
2026-05-21_07:28:38 used_mb=9330 total_mb=32768
2026-05-21_07:29:08 used_mb=9330 total_mb=32768
2026-05-21_07:29:38 used_mb=9330 total_mb=32768
2026-05-21_07:30:08 used_mb=9330 total_mb=32768
2026-05-21_07:30:39 used_mb=9330 total_mb=32768
2026-05-21_07:31:09 used_mb=9330 total_mb=32768
2026-05-21_07:31:39 used_mb=9330 total_mb=32768
2026-05-21_07:32:09 used_mb=9330 total_mb=32768
2026-05-21_07:32:39 used_mb=9330 total_mb=32768
2026-05-21_07:33:09 used_mb=9330 total_mb=32768
2026-05-21_07:33:39 used_mb=9330 total_mb=32768
2026-05-21_07:34:09 used_mb=9330 total_mb=32768
2026-05-21_07:34:39 used_mb=9330 total_mb=32768
2026-05-21_07:35:09 used_mb=9330 total_mb=32768
2026-05-21_07:35:39 used_mb=9330 total_mb=32768
2026-05-21_07:36:09 used_mb=9330 total_mb=32768
2026-05-21_07:36:39 used_mb=9330 total_mb=32768
2026-05-21_07:37:09 used_mb=9330 total_mb=32768
2026-05-21_07:37:39 used_mb=9330 total_mb=32768
2026-05-21_07:38:10 used_mb=9330 total_mb=32768
2026-05-21_07:38:40 used_mb=9330 total_mb=32768
2026-05-21_07:39:10 used_mb=9330 total_mb=32768
2026-05-21_07:39:40 used_mb=9330 total_mb=32768
2026-05-21_07:40:10 used_mb=9330 total_mb=32768
2026-05-21_07:40:40 used_mb=9330 total_mb=32768
2026-05-21_07:41:10 used_mb=9330 total_mb=32768
2026-05-21_07:41:40 used_mb=9330 total_mb=32768
2026-05-21_07:42:10 used_mb=9330 total_mb=32768
2026-05-21_07:42:40 used_mb=9330 total_mb=32768
2026-05-21_07:43:10 used_mb=9330 total_mb=32768
2026-05-21_07:43:40 used_mb=9330 total_mb=32768
2026-05-21_07:44:10 used_mb=9330 total_mb=32768
2026-05-21_07:44:40 used_mb=9330 total_mb=32768
2026-05-21_07:45:10 used_mb=9330 total_mb=32768
2026-05-21_07:45:40 used_mb=9330 total_mb=32768
2026-05-21_07:46:11 used_mb=9330 total_mb=32768
2026-05-21_07:46:41 used_mb=9330 total_mb=32768
2026-05-21_07:47:11 used_mb=9330 total_mb=32768
2026-05-21_07:47:41 used_mb=9330 total_mb=32768
2026-05-21_07:48:11 used_mb=9330 total_mb=32768
2026-05-21_07:48:41 used_mb=9330 total_mb=32768
2026-05-21_07:49:11 used_mb=9330 total_mb=32768
2026-05-21_07:49:41 used_mb=9330 total_mb=32768
2026-05-21_07:50:11 used_mb=9330 total_mb=32768
2026-05-21_07:50:41 used_mb=9330 total_mb=32768
2026-05-21_07:51:11 used_mb=9330 total_mb=32768
2026-05-21_07:51:41 used_mb=9330 total_mb=32768
2026-05-21_07:52:11 used_mb=9330 total_mb=32768
2026-05-21_07:52:41 used_mb=9330 total_mb=32768
2026-05-21_07:53:11 used_mb=9330 total_mb=32768
2026-05-21_07:53:41 used_mb=9330 total_mb=32768
2026-05-21_07:54:12 used_mb=9330 total_mb=32768
2026-05-21_07:54:42 used_mb=9330 total_mb=32768
2026-05-21_07:55:12 used_mb=9330 total_mb=32768
2026-05-21_07:55:42 used_mb=9330 total_mb=32768
2026-05-21_07:56:12 used_mb=9330 total_mb=32768
2026-05-21_07:56:42 used_mb=9330 total_mb=32768
2026-05-21_07:57:12 used_mb=9330 total_mb=32768
2026-05-21_07:57:42 used_mb=9330 total_mb=32768
2026-05-21_07:58:12 used_mb=9330 total_mb=32768
2026-05-21_07:58:42 used_mb=9330 total_mb=32768
2026-05-21_07:59:12 used_mb=9330 total_mb=32768
2026-05-21_07:59:42 used_mb=9330 total_mb=32768
2026-05-21_08:00:12 used_mb=9330 total_mb=32768
2026-05-21_08:00:42 used_mb=9330 total_mb=32768
2026-05-21_08:01:12 used_mb=9330 total_mb=32768
2026-05-21_08:01:43 used_mb=9330 total_mb=32768
2026-05-21_08:02:13 used_mb=9330 total_mb=32768
2026-05-21_08:02:43 used_mb=9330 total_mb=32768
2026-05-21_08:03:13 used_mb=9330 total_mb=32768
2026-05-21_08:03:43 used_mb=9330 total_mb=32768
2026-05-21_08:04:13 used_mb=0 total_mb=32768
2026-05-21_08:04:43 used_mb=0 total_mb=32768
2026-05-21_08:05:13 used_mb=0 total_mb=32768
2026-05-21_08:05:43 used_mb=0 total_mb=32768
2026-05-21_08:06:13 used_mb=0 total_mb=32768
2026-05-21_08:06:43 used_mb=0 total_mb=32768
2026-05-21_08:07:13 used_mb=0 total_mb=32768
2026-05-21_08:07:43 used_mb=0 total_mb=32768
2026-05-21_08:08:13 used_mb=0 total_mb=32768
2026-05-21_08:08:43 used_mb=0 total_mb=32768
2026-05-21_08:09:14 used_mb=0 total_mb=32768
2026-05-21_08:09:44 used_mb=0 total_mb=32768
2026-05-21_08:10:14 used_mb=0 total_mb=32768
2026-05-21_08:10:44 used_mb=0 total_mb=32768
2026-05-21_08:11:14 used_mb=0 total_mb=32768
2026-05-21_08:11:44 used_mb=0 total_mb=32768
2026-05-21_08:12:14 used_mb=0 total_mb=32768
2026-05-21_08:12:44 used_mb=0 total_mb=32768
2026-05-21_08:13:14 used_mb=0 total_mb=32768
2026-05-21_08:13:44 used_mb=0 total_mb=32768
2026-05-21_08:14:14 used_mb=0 total_mb=32768
2026-05-21_08:14:44 used_mb=0 total_mb=32768
2026-05-21_08:15:14 used_mb=0 total_mb=32768
2026-05-21_08:15:44 used_mb=0 total_mb=32768
2026-05-21_08:16:14 used_mb=0 total_mb=32768
2026-05-21_08:16:44 used_mb=0 total_mb=32768
2026-05-21_08:17:15 used_mb=0 total_mb=32768
2026-05-21_08:17:45 used_mb=0 total_mb=32768
2026-05-21_08:18:15 used_mb=0 total_mb=32768
2026-05-21_08:18:45 used_mb=0 total_mb=32768
2026-05-21_08:19:15 used_mb=0 total_mb=32768
2026-05-21_08:19:45 used_mb=0 total_mb=32768
2026-05-21_08:20:15 used_mb=0 total_mb=32768
2026-05-21_08:20:45 used_mb=0 total_mb=32768
2026-05-21_08:21:15 used_mb=0 total_mb=32768
2026-05-21_08:21:45 used_mb=0 total_mb=32768
2026-05-21_08:22:15 used_mb=0 total_mb=32768
2026-05-21_08:22:45 used_mb=0 total_mb=32768
2026-05-21_08:23:15 used_mb=0 total_mb=32768
2026-05-21_08:23:45 used_mb=0 total_mb=32768
2026-05-21_08:24:15 used_mb=0 total_mb=32768
2026-05-21_08:24:45 used_mb=0 total_mb=32768
2026-05-21_08:25:16 used_mb=0 total_mb=32768
2026-05-21_08:25:46 used_mb=0 total_mb=32768
2026-05-21_08:26:16 used_mb=0 total_mb=32768
2026-05-21_08:26:46 used_mb=0 total_mb=32768
2026-05-21_08:27:16 used_mb=0 total_mb=32768
2026-05-21_08:27:46 used_mb=0 total_mb=32768
2026-05-21_08:28:16 used_mb=0 total_mb=32768
2026-05-21_08:28:46 used_mb=0 total_mb=32768
2026-05-21_08:29:16 used_mb=0 total_mb=32768
2026-05-21_08:29:46 used_mb=0 total_mb=32768
2026-05-21_08:30:16 used_mb=0 total_mb=32768
2026-05-21_08:30:46 used_mb=0 total_mb=32768
2026-05-21_08:31:16 used_mb=0 total_mb=32768
2026-05-21_08:31:46 used_mb=0 total_mb=32768
2026-05-21_08:32:16 used_mb=0 total_mb=32768
2026-05-21_08:32:47 used_mb=0 total_mb=32768
2026-05-21_08:33:17 used_mb=0 total_mb=32768
